ID,Name,Description,Contributor,Citation,Examples_Count
glossa5444,Span–conditioned allomorphy and late linearization: Evidence from the Classical Greek perfect,,"Schreiner, Sylvia L. R.","Schreiner, Sylvia L. R. 2021. Span–conditioned allomorphy and late linearization: Evidence from the Classical Greek perfect. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5445,A direct analysis of Lithuanian phrasal comparatives,,"Vaikšnoraitė, Elena","Vaikšnoraitė, Elena. 2021. A direct analysis of Lithuanian phrasal comparatives. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",53
glossa5446,"Corpus, experimental and modeling investigations of cross-linguistic differences in pronoun resolution preferences",,"Schulz, Miriam and Burnett, Heather and Hemforth, Barbara","Schulz, Miriam and Burnett, Heather and Hemforth, Barbara. 2021. Corpus, experimental and modeling investigations of cross-linguistic differences in pronoun resolution preferences. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",3
glossa5447,"Individuals, communities, and sound change: an introduction",,"Hall-Lew, Lauren and Honeybone, Patrick and Kirby, James","Hall-Lew, Lauren and Honeybone, Patrick and Kirby, James. 2021. Individuals, communities, and sound change: an introduction. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5448,Developing the feature inventory of the inherent cases,,"Middleton, Jane","Middleton, Jane. 2021. Developing the feature inventory of the inherent cases. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5449,Mechanisms of productivity in word formation: Transitivity alternations in Japanese,,"Kitagawa, Chisato","Kitagawa, Chisato. 2021. Mechanisms of productivity in word formation: Transitivity alternations in Japanese. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",72
glossa5450,Morphosyntax of specific and non-specific indefinite markers,,"Dekier, Jakub","Dekier, Jakub. 2021. Morphosyntax of specific and non-specific indefinite markers. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",43
glossa5451,On the interpretation of expressive adjectives: pragmatics or syntax?,,"Bross, Fabian","Bross, Fabian. 2021. On the interpretation of expressive adjectives: pragmatics or syntax?. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5452,Asymmetries in relative clause comprehension in three European sign languages,,"Hauser, Charlotte and Zorzi, Giorgia and Aristodemo, Valentina and Giustolisi, Beatrice and Gras, Doriane and Sala, Rita and Amat, Jordina Sánchez and Cecchetto, Carlo and Donati, Caterina","Hauser, Charlotte and Zorzi, Giorgia and Aristodemo, Valentina and Giustolisi, Beatrice and Gras, Doriane and Sala, Rita and Amat, Jordina Sánchez and Cecchetto, Carlo and Donati, Caterina. 2021. Asymmetries in relative clause comprehension in three European sign languages. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",5
glossa5453,On the position of subjects in Spanish: Evidence from code-switching,,"Hoot, Bradley and Ebert, Shane","Hoot, Bradley and Ebert, Shane. 2021. On the position of subjects in Spanish: Evidence from code-switching. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",20
glossa5454,Gradience in prosodic representation: vowel reduction and neoclassical elements in Brazilian Portuguese,,"Guzzo, Natália Brambatti and Garcia, Guilherme Duarte","Guzzo, Natália Brambatti and Garcia, Guilherme Duarte. 2021. Gradience in prosodic representation: vowel reduction and neoclassical elements in Brazilian Portuguese. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",12
glossa5455,Inductive general grammar,,"Abney, Steven","Abney, Steven. 2021. Inductive general grammar. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5456,Partially ordered case hierarchies,,"Bárány, András","Bárány, András. 2021. Partially ordered case hierarchies. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",25
glossa5457,"On finite embedded clauses in Tuparí: their synchrony, diachrony, and typology",,"Singerman, Adam Roth","Singerman, Adam Roth. 2021. On finite embedded clauses in Tuparí: their synchrony, diachrony, and typology. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",3
glossa5458,Do thus: an investigation into anaphoric event reference,,"Wampler, Joshua","Wampler, Joshua. 2021. Do thus: an investigation into anaphoric event reference. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5459,Size sound symbolism in the English lexicon,,"Winter, Bodo and Perlman, Marcus","Winter, Bodo and Perlman, Marcus. 2021. Size sound symbolism in the English lexicon. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5460,Sentence-internal different and lexical reciprocity,,"Fishman, Alon","Fishman, Alon. 2021. Sentence-internal different and lexical reciprocity. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",11
glossa5461,"Big accents in Stockholm Swedish: Nuclear accents, prenuclear accents, and initiality accents",,"Myrberg, Sara","Myrberg, Sara. 2021. Big accents in Stockholm Swedish: Nuclear accents, prenuclear accents, and initiality accents. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",26
glossa5462,Deconstructing North Sámi sensive verbs,,"Julien, Marit","Julien, Marit. 2021. Deconstructing North Sámi sensive verbs. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",25
glossa5463,On not-at-issueness in pictures,,"Esipova, Maria","Esipova, Maria. 2021. On not-at-issueness in pictures. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",10
glossa5464,Metacommunicative-why fragments as probes into the grammar of the speech act layer,,"Woods, Rebecca and Vicente, Luis","Woods, Rebecca and Vicente, Luis. 2021. Metacommunicative-why fragments as probes into the grammar of the speech act layer. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",29
glossa5465,Pronominal right-dislocation in Norwegian,,"Borthen, Kaja and Karagjosova, Elena","Borthen, Kaja and Karagjosova, Elena. 2021. Pronominal right-dislocation in Norwegian. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",13
glossa5466,Clitics are not enough: on agreement and null subjects in Brazilian Venetan,,"Frasson, Alberto","Frasson, Alberto. 2021. Clitics are not enough: on agreement and null subjects in Brazilian Venetan. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",31
glossa5467,Revisiting the clause periphery in Polynesian languages,,"Middleton, John","Middleton, John. 2021. Revisiting the clause periphery in Polynesian languages. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",31
glossa5468,Overabundance and inflectional classification: Quantitative evidence from Czech,,"Guzmán Naranjo, Matías and Bonami, Olivier","Guzmán Naranjo, Matías and Bonami, Olivier. 2021. Overabundance and inflectional classification: Quantitative evidence from Czech. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5469,Spanish is not different: On the universality of minimal structure and locality principles,,"Aguilar, Miriam and Grillo, Nino","Aguilar, Miriam and Grillo, Nino. 2021. Spanish is not different: On the universality of minimal structure and locality principles. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",27
glossa5470,Varying Abstractions: a conceptual vs. distributional view on prepositional polysemy,,"Fonteyn, Lauren","Fonteyn, Lauren. 2021. Varying Abstractions: a conceptual vs. distributional view on prepositional polysemy. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5694,"On the synchrony, variation and diachrony of adverbial exceptive clauses in Polish",,"Jêdrzejowski, £ukasz","Jêdrzejowski, £ukasz. 2021. On the synchrony, variation and diachrony of adverbial exceptive clauses in Polish. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",69
glossa5695,Khoekhoegowab tone sandhi: New experimental evidence,,"Kusmer, Leland Paul","Kusmer, Leland Paul. 2021. Khoekhoegowab tone sandhi: New experimental evidence. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",73
glossa5696,Structural and phonological cues for gender assignment in monolingual and bilingual children acquiring German. Experiments with real and nonce words,,"Kupisch, Tanja and Geiss, Miriam and Mitrofanova, Natalia and Westergaard, Marit","Kupisch, Tanja and Geiss, Miriam and Mitrofanova, Natalia and Westergaard, Marit. 2022. Structural and phonological cues for gender assignment in monolingual and bilingual children acquiring German. Experiments with real and nonce words. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",11
glossa5697,Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish,,"Kretzschmar, Franziska and Prenner, Maria Katarzyna and Primus, Beatrice and Bunèiæ, Daniel","Kretzschmar, Franziska and Prenner, Maria Katarzyna and Primus, Beatrice and Bunèiæ, Daniel. 2022. Semantic-role prominence is contingent on referent prominence in discourse: Experimental evidence from impersonals and passives in Polish. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",10
glossa5698,nà-Cleft (non-)exhaustivity: Variability in Akan,,"De Veaugh-Geiss, Joseph P.","De Veaugh-Geiss, Joseph P. 2021. nà-Cleft (non-)exhaustivity: Variability in Akan. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",27
glossa5699,The English past tense as a definite description,,"Zhao, Ruoying","Zhao, Ruoying. 2023. The English past tense as a definite description. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",10
glossa5700,The interpretative options of anaphoric complex demonstratives,,"Hinterwimmer, Stefan and Patil, Umesh","Hinterwimmer, Stefan and Patil, Umesh. 2022. The interpretative options of anaphoric complex demonstratives. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5701,The accusative/genitive alternation in Bosnian/Croatian/Serbian,,"Husić, Halima and Renans, Agata","Husić, Halima and Renans, Agata. 2022. The accusative/genitive alternation in Bosnian/Croatian/Serbian. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",48
glossa5702,The representation of sC-clusters: A Strict CV analysis,,"Polgárdi, Krisztina","Polgárdi, Krisztina. 2022. The representation of sC-clusters: A Strict CV analysis. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5703,"The evolution of possessive phrases and the rise of DP in French, Spanish, and Portuguese",,"Simonenko, Alexandra and Carlier, Anne","Simonenko, Alexandra and Carlier, Anne. 2022. The evolution of possessive phrases and the rise of DP in French, Spanish, and Portuguese. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",32
glossa5704,Verb-second and the verb-stranding ellipsis debate,,"Manetta, Emily","Manetta, Emily. 2021. Verb-second and the verb-stranding ellipsis debate. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",45
glossa5705,Root infinitives in Jamaican Creole,,"De Lisser, Tamirand Nnena and Durrleman, Stephanie and Rizzi, Luigi and Shlonsky, Ur","De Lisser, Tamirand Nnena and Durrleman, Stephanie and Rizzi, Luigi and Shlonsky, Ur. 2021. Root infinitives in Jamaican Creole. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",73
glossa5706,Focus and Intensification in the Semantics of Brow Raise,,"Schlenker, Philippe","Schlenker, Philippe. 2021. Focus and Intensification in the Semantics of Brow Raise. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5707,On quantified DPs in Baule-Kode,,"Konan, Yannick and Puskás, Genoveva","Konan, Yannick and Puskás, Genoveva. 2021. On quantified DPs in Baule-Kode. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",87
glossa5708,Definiteness without determiners in German,,"Geist, Ljudmila","Geist, Ljudmila. 2021. Definiteness without determiners in German. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",14
glossa5710,Donkey pronouns in child Mandarin: Insights into the existential/universal dichotomy,,"Li, Yurong and Zhou, Peng and Liu, Mingming","Li, Yurong and Zhou, Peng and Liu, Mingming. 2021. Donkey pronouns in child Mandarin: Insights into the existential/universal dichotomy. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",4
glossa5711,(a-)Topics and animacy,,"Belletti, Adriana and Manetti, Claudia","Belletti, Adriana and Manetti, Claudia. 2021. (a-)Topics and animacy. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5712,Domains and directionality in Kinande vowel harmony: a Correspondence approach,,"Downing, Laura J. and Krämer, Martin","Downing, Laura J. and Krämer, Martin. 2022. Domains and directionality in Kinande vowel harmony: a Correspondence approach. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5713,Cumulative markedness effects and (non-)linearity in phonotactics,,"Breiss, Canaan and Albright, Adam","Breiss, Canaan and Albright, Adam. 2022. Cumulative markedness effects and (non-)linearity in phonotactics. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5714,The periphery of vP in the theory of wh-in situ,,"Bonan, Caterina","Bonan, Caterina. 2021. The periphery of vP in the theory of wh-in situ. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",94
glossa5716,Stages rather than ages in the acquisition of movement structures: Data from sentence repetition and 27696 spontaneous clauses,,"Friedmann, Naama and Reznick, Julia","Friedmann, Naama and Reznick, Julia. 2021. Stages rather than ages in the acquisition of movement structures: Data from sentence repetition and 27696 spontaneous clauses. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",29
glossa5717,Indexed definiteness,,"Jenks, Peter and Konate, Rassidatou","Jenks, Peter and Konate, Rassidatou. 2022. Indexed definiteness. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",57
glossa5718,Labiovelars and the labial-velar hypothesis: Phonological Headedness in Bare Element Geometry,,"Ulfsbjorninn, Shanti","Ulfsbjorninn, Shanti. 2021. Labiovelars and the labial-velar hypothesis: Phonological Headedness in Bare Element Geometry. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5720,Grammatical encoding of agency in Asturian middle constructions,,"Suárez-Palma, Imanol","Suárez-Palma, Imanol. 2021. Grammatical encoding of agency in Asturian middle constructions. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",55
glossa5721,The acquisition of adverbs in child L3 French in Canada,,"Pirvulescu, Mihaela and Hill, Virginia and Nacif, Nadia and Petrescu, Maria and Helms-Park, Rena","Pirvulescu, Mihaela and Hill, Virginia and Nacif, Nadia and Petrescu, Maria and Helms-Park, Rena. 2022. The acquisition of adverbs in child L3 French in Canada. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",47
glossa5724,When pragmatics matters more for truth-value judgments: An investigation of quantifier scope ambiguity,,"Scontras, Gregory and Pearl, Lisa S.","Scontras, Gregory and Pearl, Lisa S. 2021. When pragmatics matters more for truth-value judgments: An investigation of quantifier scope ambiguity. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5726,Mood variation with belief predicates: Modal comparison and the raisability of questions,,"Mari, Alda and Portner, Paul","Mari, Alda and Portner, Paul. 2021. Mood variation with belief predicates: Modal comparison and the raisability of questions. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",70
glossa5727,"Syllable weight, vowel length and focus in Lebanese Arabic",,"Kelly, Niamh E.","Kelly, Niamh E. 2021. Syllable weight, vowel length and focus in Lebanese Arabic. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5728,Thematic role assignment in non-default verb classes: A cross-linguistic comparison of English and German,,"Kyriaki, Louise and Schlesewsky, Matthias and Bornkessel-Schlesewsky, Ina","Kyriaki, Louise and Schlesewsky, Matthias and Bornkessel-Schlesewsky, Ina. 2021. Thematic role assignment in non-default verb classes: A cross-linguistic comparison of English and German. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",4
glossa5729,Differential Object Marking in Modern Hebrew: Definiteness and Partitivity,,"Hacohen, Aviya and Kagan, Olga and Plaut, Dana","Hacohen, Aviya and Kagan, Olga and Plaut, Dana. 2021. Differential Object Marking in Modern Hebrew: Definiteness and Partitivity. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",44
glossa5730,Agreeing to bind: the case of Russian,,"Reuland, Eric and Zubkov, Peter","Reuland, Eric and Zubkov, Peter. 2022. Agreeing to bind: the case of Russian. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",31
glossa5731,Feature deletion by head movement – A new solution to agreement asymmetries in Modern Standard Arabic,,"Himmelreich, Anke","Himmelreich, Anke. 2023. Feature deletion by head movement – A new solution to agreement asymmetries in Modern Standard Arabic. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",80
glossa5732,On Agree without agreement as a source of reflexive voice constructions,,"Baker, Mark C.","Baker, Mark C. 2022. On Agree without agreement as a source of reflexive voice constructions. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",48
glossa5733,Focus projection need not be based on pitch accents: evidence from Georgian,,"Borise, Lena","Borise, Lena. 2021. Focus projection need not be based on pitch accents: evidence from Georgian. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",14
glossa5735,Memory for affixes in a long-lag priming paradigm,,"Gaston, Phoebe and Stockall, Linnaea and VanWagenen, Sarah and Marantz, Alec","Gaston, Phoebe and Stockall, Linnaea and VanWagenen, Sarah and Marantz, Alec. 2021. Memory for affixes in a long-lag priming paradigm. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5737,An experimental reassessment of complex NP islands with NP-scrambling in Japanese,,"Fukuda, Shin and Tanaka, Nozomi and Ono, Hajime and Sprouse, Jon","Fukuda, Shin and Tanaka, Nozomi and Ono, Hajime and Sprouse, Jon. 2022. An experimental reassessment of complex NP islands with NP-scrambling in Japanese. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",22
glossa5739,Two types of [NT]s in Panãra: Evidence for temporally ordered subsegments,,"Lapierre, Myriam","Lapierre, Myriam. 2023. Two types of [NT]s in Panãra: Evidence for temporally ordered subsegments. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",14
glossa5740,Licensing and anaphora in Tenyidie,,"Murphy, Andrew and Meyase, Savio","Murphy, Andrew and Meyase, Savio. 2022. Licensing and anaphora in Tenyidie. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",90
glossa5741,"Local context is calculated domain by domain, for each maximal projection",,"Chung, WooJin","Chung, WooJin. 2023. Local context is calculated domain by domain, for each maximal projection. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",8
glossa5742,Intervention effects in clefts: a study in quantitative computational syntax,,"Samo, Giuseppe and Merlo, Paola","Samo, Giuseppe and Merlo, Paola. 2021. Intervention effects in clefts: a study in quantitative computational syntax. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",10
glossa5743,Internally-headed and doubly-headed relatives in Japanese – How are they related to each other?,,"Kitagawa, Chisato","Kitagawa, Chisato. 2022. Internally-headed and doubly-headed relatives in Japanese – How are they related to each other?. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",45
glossa5744,Mechanisms of sub-phonemic change in prescriptive bilingualism: The case of Mexican Plautdietsch,,"Burns, Roslyn","Burns, Roslyn. 2022. Mechanisms of sub-phonemic change in prescriptive bilingualism: The case of Mexican Plautdietsch. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5745,FOFC as a PF phenomenon: Evidence from Basque clausal embedding,,"Duguine, Maia","Duguine, Maia. 2022. FOFC as a PF phenomenon: Evidence from Basque clausal embedding. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",97
glossa5747,A prosodic theory of possible ellipsis remnants,,"Colley, Justin and Bassi, Itai","Colley, Justin and Bassi, Itai. 2022. A prosodic theory of possible ellipsis remnants. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",18
glossa5748,Adding the microdimension to the study of language change in contact. Three case studies,,"Andriani, Luigi and D’Alessandro, Roberta and Frasson, Alberto and van Osch, Brechje and Sorgini, Luana and Terenghi, Silvia","Andriani, Luigi and D’Alessandro, Roberta and Frasson, Alberto and van Osch, Brechje and Sorgini, Luana and Terenghi, Silvia. 2022. Adding the microdimension to the study of language change in contact. Three case studies. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",37
glossa5749,"Danish, Estonian, English: Variations on a theme",,"Pöchtrager, Markus A.","Pöchtrager, Markus A. 2023. Danish, Estonian, English: Variations on a theme. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",2
glossa5751,Oblique DOM in enriched case hierarchies,,"Irimia, Monica Alexandrina","Irimia, Monica Alexandrina. 2023. Oblique DOM in enriched case hierarchies. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",33
glossa5752,On the interpretation and distribution of embedded main clause syntax: new perspectives on complex discourse moves,,"Djärv, Kajsa","Djärv, Kajsa. 2022. On the interpretation and distribution of embedded main clause syntax: new perspectives on complex discourse moves. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",13
glossa5755,On Old English swa ‘so’,,"Beck, Sigrid","Beck, Sigrid. 2023. On Old English swa ‘so’. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",54
glossa5756,On the prosody of French ambiguous multiple negative sentences,,"Déprez, Viviane and Yeaton, Jeremy D.","Déprez, Viviane and Yeaton, Jeremy D. 2022. On the prosody of French ambiguous multiple negative sentences. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",4
glossa5760,On feature-based vocabulary selection mechanisms in late insertion: third person number agreement in the French future tense,,"Frimu, Rodica and Dekydtspotter, Laurent","Frimu, Rodica and Dekydtspotter, Laurent. 2021. On feature-based vocabulary selection mechanisms in late insertion: third person number agreement in the French future tense. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",4
glossa5761,Failed gender agreement in L1 English L2 Spanish: Syntactic or lexical problem?,,"Kirova, Alena and Camacho, José","Kirova, Alena and Camacho, José. 2021. Failed gender agreement in L1 English L2 Spanish: Syntactic or lexical problem?. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",17
glossa5762,Immobile wh-phrases in Tagalog,,"Richards, Norvin","Richards, Norvin. 2021. Immobile wh-phrases in Tagalog. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",41
glossa5763,Hebrew nominals do not require functional structure above the NP,,"Bruening, Benjamin","Bruening, Benjamin. 2022. Hebrew nominals do not require functional structure above the NP. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",65
glossa5764,An alternatives account of ‘most’ and ‘more than half’,,"Carcassi, Fausto and Szymanik, Jakub","Carcassi, Fausto and Szymanik, Jakub. 2021. An alternatives account of ‘most’ and ‘more than half’. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5765,On the nature of adjectives: evidence from Dinka,,"Blum, Mirella L.","Blum, Mirella L. 2021. On the nature of adjectives: evidence from Dinka. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",103
glossa5766,Assessing the availability of inverse scope in German in the covered box paradigm,,"Fanselow, Gisbert and Zimmermann, Malte and Philipp, Mareike","Fanselow, Gisbert and Zimmermann, Malte and Philipp, Mareike. 2022. Assessing the availability of inverse scope in German in the covered box paradigm. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",10
glossa5767,Proportionality and conservativity: the view from Turkish,,"Bayırlı, İsa Kerem","Bayırlı, İsa Kerem. 2022. Proportionality and conservativity: the view from Turkish. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",54
glossa5768,Do perspective-sensitive anaphors and subjective adjectives exhibit perspectival uniformity? An experimental investigation,,"Kaiser, Elsi","Kaiser, Elsi. 2022. Do perspective-sensitive anaphors and subjective adjectives exhibit perspectival uniformity? An experimental investigation. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",7
glossa5770,Early exposure and input type in the production of Spanish accusative clitics by Chinese-Spanish bilinguals,,"Jiao, Jian and Cuza, Alejandro","Jiao, Jian and Cuza, Alejandro. 2022. Early exposure and input type in the production of Spanish accusative clitics by Chinese-Spanish bilinguals. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",18
glossa5771,A multivariate approach to English clippings,,"Hilpert, Martin and Saavedra, David Correia and Rains, Jennifer","Hilpert, Martin and Saavedra, David Correia and Rains, Jennifer. 2021. A multivariate approach to English clippings. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5773,The structure of plural last names in Spanish and other languages,,"Camacho, José","Camacho, José. 2021. The structure of plural last names in Spanish and other languages. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",99
glossa5774,Learning Island-insensitivity from the input: A corpus analysis of child- and youth-directed text in Norwegian,,"Kush, Dave and Sant, Charlotte and Strætkvern, Sunniva Briså","Kush, Dave and Sant, Charlotte and Strætkvern, Sunniva Briså. 2021. Learning Island-insensitivity from the input: A corpus analysis of child- and youth-directed text in Norwegian. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",50
glossa5775,Comparing MaxEnt and Noisy Harmonic Grammar,,"Flemming, Edward","Flemming, Edward. 2021. Comparing MaxEnt and Noisy Harmonic Grammar. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5776,On non-conservativity of Korean floating quantifiers,,"Ahn, Dorothy and Ko, Heejeong","Ahn, Dorothy and Ko, Heejeong. 2022. On non-conservativity of Korean floating quantifiers. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",36
glossa5777,Copular Agreement in Hindi-Urdu,,"Bhatia, Sakshi and Bhatt, Rajesh","Bhatia, Sakshi and Bhatt, Rajesh. 2023. Copular Agreement in Hindi-Urdu. Glossa: a journal of general linguistics 8(1). Open Library of Humanities.",96
glossa5778,Initial person reference in Providence Island Sign Language,,"Omardeen, Rehana and Mesh, Kate and Steinbach, Markus","Omardeen, Rehana and Mesh, Kate and Steinbach, Markus. 2021. Initial person reference in Providence Island Sign Language. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5779,Bare singulars and relative measures in Brazilian Portuguese,,"Lima, Suzi and Thomas, Guillaume","Lima, Suzi and Thomas, Guillaume. 2022. Bare singulars and relative measures in Brazilian Portuguese. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",58
glossa5780,Long-distance phonological processes as tier-based strictly local functions,,"Burness, Phillip and McMullin, Kevin and Chandlee, Jane","Burness, Phillip and McMullin, Kevin and Chandlee, Jane. 2021. Long-distance phonological processes as tier-based strictly local functions. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5781,Unpacking the blocking effect: syntactic prominence and perspective-taking in antecedent retrieval in Mandarin Chinese,,"Lyu, Jun and Kaiser, Elsi","Lyu, Jun and Kaiser, Elsi. 2021. Unpacking the blocking effect: syntactic prominence and perspective-taking in antecedent retrieval in Mandarin Chinese. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",19
glossa5782,How focus particles and accents affect attachment,,"Carlson, Katy and Potter, David","Carlson, Katy and Potter, David. 2021. How focus particles and accents affect attachment. Glossa: a journal of general linguistics 6(1). Open Library of Humanities.",0
glossa5783,On the status of non-iterativity in feature spreading,,"McCollum, Adam G. and Kavitskaya, Darya","McCollum, Adam G. and Kavitskaya, Darya. 2022. On the status of non-iterativity in feature spreading. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",0
glossa5784,Variation in stem-final consonant clusters in Korean nominal inflection,,"Kim, Ji Yea","Kim, Ji Yea. 2022. Variation in stem-final consonant clusters in Korean nominal inflection. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",4
glossa5785,Weight sensitivity and prominence in Laurentian French,,"Lamontagne, Jeffrey and Goad, Heather","Lamontagne, Jeffrey and Goad, Heather. 2022. Weight sensitivity and prominence in Laurentian French. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",6
glossa5786,Language is for thought and communication,,"Wiltschko, Martina","Wiltschko, Martina. 2022. Language is for thought and communication. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",15
glossa5787,Relative measurement and scope in Mandarin,,"Li, Haoze","Li, Haoze. 2022. Relative measurement and scope in Mandarin. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",35
glossa5788,Object mass nouns and subkind countability,,"Erbach, Kurt and Schoenfeld, Aviv","Erbach, Kurt and Schoenfeld, Aviv. 2022. Object mass nouns and subkind countability. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",41
glossa5791,Part-introducing percent in English,,"Coppock, Elizabeth","Coppock, Elizabeth. 2022. Part-introducing percent in English. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",1
glossa5793,Quoi-sluices in French,,"Gotowski, Megan","Gotowski, Megan. 2022. Quoi-sluices in French. Glossa: a journal of general linguistics 7(1). Open Library of Humanities.",131
